iter	MAE
0	1.139529193
1	1.101405795
2	1.064220119
3	1.028784806
4	0.9916610258
5	0.9585402916
6	0.9274419741
7	0.9026900236
8	0.8797098486
9	0.8484530822
10	0.8248088244
11	0.7980796442
12	0.7661448768
13	0.7444206741
14	0.7291149487
15	0.7107113872
16	0.6957677586
17	0.6794061041
18	0.6626491239
19	0.6426902944
20	0.6290806194
21	0.607041143
22	0.5920559071
23	0.5789314626
24	0.5597328636
25	0.5462734626
26	0.5336338929
27	0.520222153
28	0.5097606293
29	0.4964946911
30	0.4842009371
31	0.471513486
32	0.4627727815
33	0.4523601917
34	0.44277969
35	0.43403535
36	0.4252544756
37	0.4201952513
38	0.4091693882
39	0.4021049695
40	0.3937829673
41	0.385856487
42	0.382311397
43	0.3742558036
44	0.3683855152
45	0.3643215079
46	0.3565353104
47	0.3510414854
48	0.3440961018
49	0.3326017296
50	0.3284144676
51	0.3227412312
52	0.3190422332
53	0.3147962673
54	0.3115047928
55	0.3067885176
56	0.3006310666
57	0.2930708345
58	0.2871929751
59	0.2842353558
60	0.2798946345
61	0.2757680389
62	0.2657084766
63	0.2606592549
64	0.2543454936
65	0.2506460202
66	0.2479552595
67	0.2459620355
68	0.2410733115
69	0.2359295569
70	0.2331478598
71	0.231686126
72	0.227721874
73	0.2257157982
74	0.2202164906
75	0.2181606262
76	0.2149547531
77	0.2132192751
78	0.2082470672
79	0.2056092656
80	0.2015558374
81	0.2003380523
82	0.1970475753
83	0.194830241
84	0.1923078949
85	0.1898454805
86	0.1875814405
87	0.1862245435
88	0.184582279
89	0.1821903548
90	0.1795312519
91	0.176845071
92	0.1748450794
93	0.1740942224
94	0.1722759859
95	0.1694974554
96	0.1679456207
97	0.1654983245
98	0.1605126649
99	0.1586633935
100	0.1571041146
101	0.1556946196
102	0.1548513469
103	0.1509348427
104	0.1474604981
105	0.1458535952
106	0.1440650905
107	0.1422806865
108	0.1410007551
109	0.1399740414
110	0.1390211362
111	0.1376336024
112	0.1356013421
113	0.1334103345
114	0.1325782986
115	0.1314931965
116	0.1299729718
117	0.1282956304
118	0.1251285533
119	0.1230339972
120	0.1197844617
121	0.1185903634
122	0.1172034999
123	0.1159650874
124	0.1147303461
125	0.1140135022
126	0.1122341387
127	0.1118320767
128	0.1104513615
129	0.1100999317
130	0.1095818497
131	0.1071905018
132	0.1065146576
133	0.1040245875
134	0.1033366682
135	0.1029128449
136	0.1023282457
137	0.1011604966
138	0.09996998447
139	0.09763251114
140	0.09525644584
141	0.09294325781
142	0.09206445865
143	0.09037261897
144	0.0886831493
145	0.08771369055
146	0.08589268645
147	0.08514277434
148	0.08381358958
149	0.08310018964
150	0.0822297476
151	0.08177074732
152	0.07973978593
153	0.07888341686
154	0.07727853343
155	0.07647931947
156	0.07580726958
157	0.07551463178
158	0.07332903303
159	0.07195981881
160	0.07054720489
161	0.06971670151
162	0.06900547958
163	0.06886495954
164	0.06795478375
165	0.06617092681
166	0.06599253466
167	0.06578148529
168	0.06517830153
169	0.06464054999
170	0.06432498269
171	0.06372621643
172	0.06362073053
173	0.0623961224
174	0.06172529587
175	0.06140798429
176	0.06114157543
177	0.06090994343
178	0.06078002815
179	0.06058677469
180	0.05982538801
181	0.05941743018
